date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:04:32	1476/1476	---MCZ	200	added ('OK')	text/css	etag:W/%2257b4a395-5c4%22	http://mitlaunch.com/assets/css/owl.carousel.css	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/css/owl.carousel.css	(from http://mitlaunch.com/)
22:04:32	1665/1665	---MCZ	200	added ('OK')	text/css	etag:W/%2255c8eb56-681%22	http://mitlaunch.com/assets/css/owl.theme.css	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/css/owl.theme.css	(from http://mitlaunch.com/)
22:04:32	4476/4476	---MCZ	200	added ('OK')	text/css	etag:W/%2255c8eb55-117c%22	http://mitlaunch.com/assets/css/owl.transitions.css	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/css/owl.transitions.css	(from http://mitlaunch.com/)
22:04:32	7782/7782	---MCZ	200	added ('OK')	text/css	etag:W/%2255c8eb56-1e66%22	http://mitlaunch.com/assets/css/magnific-popup.css	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/css/magnific-popup.css	(from http://mitlaunch.com/)
22:04:33	1354/1354	---MCZ	200	added ('OK')	text/css	etag:W/%2255c8eb56-54a%22	http://mitlaunch.com/assets/css/jquery.fs.wallpaper.css	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/css/jquery.fs.wallpaper.css	(from http://mitlaunch.com/)
22:04:33	5378/5378	---MCZ	200	added ('OK')	text/css	etag:W/%2255d0b361-1502%22	http://mitlaunch.com/assets/css/timeline.css	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/css/timeline.css	(from http://mitlaunch.com/)
22:04:33	23635/23635	---MCZ	200	added ('OK')	text/css	etag:W/%2256a97448-5c53%22	http://mitlaunch.com/assets/css/vitality-orange-full.css	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/css/vitality-orange-full.css	(from http://mitlaunch.com/)
22:04:33	2584/2584	---M--	200	added ('OK')	image/png	etag:%2255cfbba4-a18%22	http://mitlaunch.com/assets/logo-nav@2x.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/logo-nav@2x.png	(from http://mitlaunch.com/)
22:04:34	28435/28435	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Aug%202016%2002:04:33%20GMT	http://mitlaunch.com/program.html	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/program.html	(from http://mitlaunch.com/)
22:04:34	31199/31199	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Aug%202016%2002:04:34%20GMT	http://mitlaunch.com/about.html	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/about.html	(from http://mitlaunch.com/)
22:04:35	24785/24785	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Aug%202016%2002:04:34%20GMT	http://mitlaunch.com/clubs/	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/clubs/index.html	(from http://mitlaunch.com/)
22:04:36	10812/10812	---M--	200	added ('OK')	image/png	etag:%2255cfbba4-2a3c%22	http://mitlaunch.com/assets/launch-logo.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/launch-logo.png	(from http://mitlaunch.com/)
22:04:37	14253/14253	---M--	200	added ('OK')	image/png	etag:%2255cfbb91-37ad%22	http://mitlaunch.com/assets/mit-launch.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/mit-launch.png	(from http://mitlaunch.com/)
22:04:40	31819/31819	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256f98997-7c4b%22	http://mitlaunch.com/assets/js/bootstrap.min.js	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/js/bootstrap.min.js	(from http://mitlaunch.com/)
22:04:41	5607/5607	---MCZ	200	added ('OK')	application/javascript	etag:W/%2255c8eb53-15e7%22	http://mitlaunch.com/assets/js/jquery.easing.min.js	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/js/jquery.easing.min.js	(from http://mitlaunch.com/)
22:04:41	1835/1835	---MCZ	200	added ('OK')	application/javascript	etag:W/%2255c8eb53-72b%22	http://mitlaunch.com/assets/js/classie.js	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/js/classie.js	(from http://mitlaunch.com/)
22:04:42	93104/93104	---MCZ	200	added ('OK')	application/javascript	etag:W/%2255c8eb54-16bb0%22	http://mitlaunch.com/assets/js/jquery-1.10.2.js	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/js/jquery-1.10.2.js	(from http://mitlaunch.com/)
22:04:42	881/881	---MCZ	200	added ('OK')	application/javascript	etag:W/%2255c8eb53-371%22	http://mitlaunch.com/assets/js/cbpAnimatedHeader.js	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/js/cbpAnimatedHeader.js	(from http://mitlaunch.com/)
22:04:42	168/168	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Aug%202016%2002:04:42%20GMT	http://mitlaunch.com/assets/js/jquery.magnific-popup/jquery.magnific-popup.min.js	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/js/jquery.magnific-popup/jquery.magnific-popup.min.js	(from http://mitlaunch.com/)
22:04:44	20246/20246	---MCZ	200	added ('OK')	application/javascript	etag:W/%2255c8eb53-4f16%22	http://mitlaunch.com/assets/js/jquery.fs.wallpaper.js	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/js/jquery.fs.wallpaper.js	(from http://mitlaunch.com/)
22:04:44	52794/52794	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256a92ce2-ce3a%22	http://mitlaunch.com/assets/js/owl.carousel.js	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/js/owl.carousel.js	(from http://mitlaunch.com/)
22:04:44	3021/3021	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256f9bbf4-bcd%22	http://mitlaunch.com/assets/js/vitality.js	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/js/vitality.js	(from http://mitlaunch.com/)
22:04:44	168/168	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Aug%202016%2002:04:44%20GMT	http://mitlaunch.com/assets/js/timeline.js	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/js/timeline.js	(from http://mitlaunch.com/)
22:04:45	36180/36180	---MCZ	200	added ('OK')	application/javascript	etag:W/%2255c8eb53-8d54%22	http://mitlaunch.com/assets/js/jqBootstrapValidation.js	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/js/jqBootstrapValidation.js	(from http://mitlaunch.com/)
22:04:46	15087/15087	---MCZ	200	added ('OK')	application/javascript	etag:W/%2255c8eb53-3aef%22	http://mitlaunch.com/assets/js/jquery.particleground.js	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/js/jquery.particleground.js	(from http://mitlaunch.com/)
22:04:46	1949/1949	---MCZ	200	added ('OK')	application/javascript	etag:W/%2255e54692-79d%22	http://mitlaunch.com/assets/js/starfield.js	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/js/starfield.js	(from http://mitlaunch.com/)
22:04:47	13848/13848	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Aug%202016%2002:04:46%20GMT	http://mitlaunch.com/assets/fonts/glyphicons-halflings-regular.eot	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/fonts/glyphicons-halflings-regular.eot	(from http://mitlaunch.com/assets/css/bootstrap.min.css)
22:04:47	13848/13848	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Aug%202016%2002:04:47%20GMT	http://mitlaunch.com/assets/fonts/glyphicons-halflings-regular.eot?	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/fonts/glyphicons-halflings-regulard41d.eot	(from http://mitlaunch.com/assets/css/bootstrap.min.css)
22:04:47	168/168	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Aug%202016%2002:04:47%20GMT	http://mitlaunch.com/assets/fonts/glyphicons-halflings-regular.woff	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/fonts/glyphicons-halflings-regular.woff	(from http://mitlaunch.com/assets/css/bootstrap.min.css)
22:04:48	13848/13848	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Aug%202016%2002:04:47%20GMT	http://mitlaunch.com/assets/fonts/glyphicons-halflings-regular.ttf	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/fonts/glyphicons-halflings-regular.ttf	(from http://mitlaunch.com/assets/css/bootstrap.min.css)
22:04:48	168/168	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Aug%202016%2002:04:48%20GMT	http://mitlaunch.com/assets/fonts/glyphicons-halflings-regular.svg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/fonts/glyphicons-halflings-regular.svg	(from http://mitlaunch.com/assets/css/bootstrap.min.css)
22:04:49	119056/119056	---M--	200	added ('OK')	image/png	etag:%2255cfbbb0-1d110%22	http://mitlaunch.com/assets/bg-header-v.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/bg-header-v.png	(from http://mitlaunch.com/)
22:04:49	168/168	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Aug%202016%2002:04:48%20GMT	http://mitlaunch.com/assets/css/grabbing.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/css/grabbing.png	(from http://mitlaunch.com/assets/css/owl.carousel.css)
22:04:49	168/168	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Aug%202016%2002:04:49%20GMT	http://mitlaunch.com/assets/css/AjaxLoader.gif	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/css/AjaxLoader.gif	(from http://mitlaunch.com/assets/css/owl.theme.css)
22:04:50	24674/24674	---MCZ	200	added ('OK')	text/css	etag:W/%2256f9bf86-6062%22	http://mitlaunch.com/assets/css/vitality-orange.css	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/css/vitality-orange.css	(from http://mitlaunch.com/program.html)
22:04:51	29619/29619	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Aug%202016%2002:04:50%20GMT	http://mitlaunch.com/alumni.html	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/alumni.html	(from http://mitlaunch.com/program.html)
22:04:52	8319/8319	---M--	200	added ('OK')	image/png	etag:%2255c8eb39-207f%22	http://mitlaunch.com/assets/landme4.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/landme4.png	(from http://mitlaunch.com/program.html)
22:04:52	11446/11446	---M--	200	added ('OK')	image/png	etag:%2255cc1c1d-2cb6%22	http://mitlaunch.com/assets/launch-logo-s.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/launch-logo-s.png	(from http://mitlaunch.com/program.html)
22:04:53	5084/5084	---M--	200	added ('OK')	image/png	etag:%2255cfbb8b-13dc%22	http://mitlaunch.com/assets/safestart.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/safestart.png	(from http://mitlaunch.com/program.html)
22:04:54	13231/13231	---M--	200	added ('OK')	image/png	etag:%2255cfbbac-33af%22	http://mitlaunch.com/assets/dropwise.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/dropwise.png	(from http://mitlaunch.com/program.html)
22:04:54	5508/5508	---M--	200	added ('OK')	image/png	etag:%2255cfbbae-1584%22	http://mitlaunch.com/assets/bulkr.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/bulkr.png	(from http://mitlaunch.com/program.html)
22:04:55	2388/2388	---M--	200	added ('OK')	image/jpeg	etag:%2255cfbbad-954%22	http://mitlaunch.com/assets/cleo2.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/cleo2.jpg	(from http://mitlaunch.com/program.html)
22:04:55	27250/27250	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Aug%202016%2002:04:54%20GMT	http://mitlaunch.com/faq.html	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/faq.html	(from http://mitlaunch.com/program.html)
22:04:57	49943/49943	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Aug%202016%2002:04:55%20GMT	http://mitlaunch.com/companies/	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/companies/index.html	(from http://mitlaunch.com/program.html)
22:04:58	43689/43689	---M--	200	added ('OK')	image/jpeg	etag:%2256a96de1-aaa9%22	http://mitlaunch.com/assets/bridge3.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/bridge3.jpg	(from http://mitlaunch.com/program.html)
22:05:04	37312/37312	---M--	200	added ('OK')	image/jpeg	etag:%22571914d5-91c0%22	http://mitlaunch.com/assets/virtulab.JPEG	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/virtulab.jpg	(from http://mitlaunch.com/clubs/)
22:05:14	105360/105360	---M--	200	added ('OK')	image/png	etag:%22571914d7-19b90%22	http://mitlaunch.com/assets/aosfrutis.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/aosfrutis.png	(from http://mitlaunch.com/clubs/)
22:05:29	210466/210466	---M--	200	added ('OK')	image/jpeg	etag:%2255cfbba6-33622%22	http://mitlaunch.com/assets/impact_no_text_shadow.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/impact_no_text_shadow.jpg	(from http://mitlaunch.com/program.html)
22:05:31	13534/13534	---M--	200	added ('OK')	image/jpeg	etag:%22571914d6-34de%22	http://mitlaunch.com/assets/inmymind.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/inmymind.jpg	(from http://mitlaunch.com/clubs/)
22:05:37	137776/137776	---M--	200	added ('OK')	image/png	etag:%22571914d7-21a30%22	http://mitlaunch.com/assets/elowrite.PNG	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/elowrite.png	(from http://mitlaunch.com/clubs/)
22:05:38	41990/41990	---M--	200	added ('OK')	image/jpeg	etag:%22571914d6-a406%22	http://mitlaunch.com/assets/literacyspree.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/literacyspree.jpg	(from http://mitlaunch.com/clubs/)
22:06:00	141939/141939	---M--	200	added ('OK')	image/jpeg	etag:%22571914d5-22a73%22	http://mitlaunch.com/assets/sketchit.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/sketchit.jpg	(from http://mitlaunch.com/clubs/)
22:06:14	81868/81868	---M--	200	added ('OK')	image/jpeg	etag:%22571914d6-13fcc%22	http://mitlaunch.com/assets/dwiteboard.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/dwiteboard.jpg	(from http://mitlaunch.com/clubs/)
22:06:20	37091/37091	---M--	200	added ('OK')	image/png	etag:%2256a558b2-90e3%22	http://mitlaunch.com/assets/altas-golf.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/altas-golf.png	(from http://mitlaunch.com/clubs/)
22:06:27	298156/298156	---M--	200	added ('OK')	image/jpeg	etag:%22571914d7-48cac%22	http://mitlaunch.com/assets/albatros.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/albatros.jpg	(from http://mitlaunch.com/clubs/)
22:06:30	12935/12935	---M--	200	added ('OK')	image/png	etag:%2257b4b25d-3287%22	http://mitlaunch.com/assets/prnews.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/prnews.png	(from http://mitlaunch.com/about.html)
22:06:39	112565/112565	---M--	200	added ('OK')	image/png	etag:%2256a558b2-1b7b5%22	http://mitlaunch.com/assets/notespace.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/notespace.png	(from http://mitlaunch.com/clubs/)
22:06:39	53337/53337	---M--	200	added ('OK')	image/png	etag:%2257b4b25d-d059%22	http://mitlaunch.com/assets/xconomy.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/xconomy.png	(from http://mitlaunch.com/about.html)
22:06:41	8700/8700	---M--	200	added ('OK')	image/png	etag:%2255cfbb81-21fc%22	http://mitlaunch.com/assets/under30ceo.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/under30ceo.png	(from http://mitlaunch.com/about.html)
22:06:41	3025/3025	---M--	200	added ('OK')	image/png	etag:%2255cfbbaf-bd1%22	http://mitlaunch.com/assets/bostinno.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/bostinno.png	(from http://mitlaunch.com/about.html)
22:06:43	9895/9895	---M--	200	added ('OK')	image/jpeg	etag:%2255d69a7e-26a7%22	http://mitlaunch.com/assets/gp.jpeg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/gp.jpg	(from http://mitlaunch.com/about.html)
22:06:45	6140/6140	---M--	200	added ('OK')	image/gif	etag:%2255cfe03a-17fc%22	http://mitlaunch.com/assets/mit-logo.gif	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/mit-logo.gif	(from http://mitlaunch.com/about.html)
22:06:49	26550/26550	---M--	200	added ('OK')	image/png	etag:%2255cfe03a-67b6%22	http://mitlaunch.com/assets/reap.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/reap.png	(from http://mitlaunch.com/about.html)
22:06:51	664554/664554	---M--	200	added ('OK')	image/jpeg	etag:%22571914d7-a23ea%22	http://mitlaunch.com/assets/OST.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/OST.jpg	(from http://mitlaunch.com/clubs/)
22:06:52	11603/11603	---M--	200	added ('OK')	image/jpeg	etag:%2255cfe03a-2d53%22	http://mitlaunch.com/assets/gfsa.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/gfsa.jpg	(from http://mitlaunch.com/about.html)
22:07:02	147714/147714	---M--	200	added ('OK')	image/png	etag:%2255cfbbaf-24102%22	http://mitlaunch.com/assets/boston-globe.png	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/boston-globe.png	(from http://mitlaunch.com/about.html)
22:07:06	90290/90290	---M--	200	added ('OK')	image/jpeg	etag:%2255c8eb09-160b2%22	http://mitlaunch.com/assets/laurie.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/laurie.jpg	(from http://mitlaunch.com/about.html)
22:07:11	23652/23652	---M--	200	added ('OK')	image/jpeg	etag:%225669af03-5c64%22	http://mitlaunch.com/assets/marvin.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/marvin.jpg	(from http://mitlaunch.com/about.html)
22:07:14	1040175/1040175	---M--	200	added ('OK')	image/jpeg	etag:%2255cfbb9a-fdf2f%22	http://mitlaunch.com/assets/mit_dome.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/mit_dome.jpg	(from http://mitlaunch.com/)
22:07:20	106549/106549	---M--	200	added ('OK')	image/jpeg	etag:%2256b8fc7d-1a035%22	http://mitlaunch.com/assets/leah.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/leah.jpg	(from http://mitlaunch.com/about.html)
22:07:36	133508/133508	---M--	200	added ('OK')	image/jpeg	etag:%2256b164af-20984%22	http://mitlaunch.com/assets/sam-kessler2.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/sam-kessler2.jpg	(from http://mitlaunch.com/about.html)
22:07:48	72243/72243	---M--	200	added ('OK')	image/jpeg	etag:%2255c8eb07-11a33%22	http://mitlaunch.com/assets/valentin.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/valentin.jpg	(from http://mitlaunch.com/about.html)
22:07:51	247503/247503	---M--	200	added ('OK')	image/jpeg	etag:%22560ea8e1-3c6cf%22	http://mitlaunch.com/assets/annie3.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/annie3.jpg	(from http://mitlaunch.com/about.html)
22:07:56	226467/226467	---M--	200	added ('OK')	image/jpeg	etag:%2257365316-374a3%22	http://mitlaunch.com/assets/TDD%20Headshot.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/TDD%20Headshot.jpg	(from http://mitlaunch.com/about.html)
22:07:58	6098/6098	---M--	200	added ('OK')	image/jpeg	etag:%2255cfd55f-17d2%22	http://mitlaunch.com/assets/petey.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/petey.jpg	(from http://mitlaunch.com/about.html)
22:07:59	62811/62811	---M--	200	added ('OK')	image/jpeg	etag:%2255cfbfb7-f55b%22	http://mitlaunch.com/assets/billaulet.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/billaulet.jpg	(from http://mitlaunch.com/about.html)
22:08:00	59581/59581	---M--	200	added ('OK')	image/jpeg	etag:%2255c8eb09-e8bd%22	http://mitlaunch.com/assets/marty.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/marty.jpg	(from http://mitlaunch.com/about.html)
22:08:01	15338/15338	---M--	200	added ('OK')	image/jpeg	etag:%2255d09b59-3bea%22	http://mitlaunch.com/assets/lauraPang.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/lauraPang.jpg	(from http://mitlaunch.com/alumni.html)
22:08:03	12314/12314	---M--	200	added ('OK')	image/jpeg	etag:%2255d09fac-301a%22	http://mitlaunch.com/assets/divyaGoel.jpg	E:/MIT%20Launch%20Club/MIT/mitlaunch.com/assets/divyaGoel.jpg	(from http://mitlaunch.com/alumni.html)
